TITULO,OFERTA,VALORES,VALORES_PROMO,LOCATION,CITY,STATE,METRAGEM,QUARTO,GARAGEM,BANHEIRO,TAG,KEY,FIRST_DAY
Apartamento,ALUGAR,1245,1000,Passo da Areia,Porto Alegre,RS,62,2,0,1,,390963,31-07-2023
Apartamento,ALUGAR,1331,850,Vila Nova,Porto Alegre,RS,39,2,1,1,,390985,31-07-2023
Apartamento,ALUGAR,1019,700,Azenha,Porto Alegre,RS,44,1,0,1,,391036,31-07-2023
Apartamento,ALUGAR,1215,900,Morro Santana,Porto Alegre,RS,40,1,0,1,,391111,31-07-2023
Apartamento,ALUGAR,4587,3400,Farroupilha,Porto Alegre,RS,126,3,0,1,,391136,31-07-2023
Casa em Condomínio,ALUGAR,1572,1200,Restinga,Porto Alegre,RS,114,2,2,1,,391296,31-07-2023
Apartamento,ALUGAR,6355,5000,Três Figueiras,Porto Alegre,RS,120,3,0,1,,387084,31-07-2023
Apartamento,ALUGAR,1601,900,Cristal,Porto Alegre,RS,62,2,0,1,,387208,31-07-2023
Apartamento,ALUGAR,4718,3500,Petrópolis,Porto Alegre,RS,104,3,1,3,,387269,31-07-2023
Apartamento,ALUGAR,1404,1200,Restinga,Porto Alegre,RS,48,2,0,1,,388453,31-07-2023
Apartamento,ALUGAR,1652,1200,Alto Petrópolis,Porto Alegre,RS,48,2,1,1,,388573,31-07-2023
Apartamento,ALUGAR,1350,990,Santa Tereza,Porto Alegre,RS,48,2,0,1,,388646,31-07-2023
Apartamento,ALUGAR,879,700,Vila João Pessoa,Porto Alegre,RS,27,1,0,1,,388723,31-07-2023
Apartamento,ALUGAR,1136,800,Lomba do Pinheiro,Porto Alegre,RS,38,2,1,1,,377482,31-07-2023
Apartamento,ALUGAR,3166,2500,Cidade Baixa,Porto Alegre,RS,70,2,1,1,,378032,31-07-2023
Apartamento,ALUGAR,1815,1525,São João,Porto Alegre,RS,79,2,0,2,,389137,31-07-2023
Apartamento,ALUGAR,5441,4500,Passo da Areia,Porto Alegre,RS,75,2,2,2,M|o|b|i|l|i|a|d|o,389764,31-07-2023
Apartamento,ALUGAR,1064,785,Restinga,Porto Alegre,RS,47,2,0,1,,389992,31-07-2023
Apartamento,ALUGAR,1816,1500,Santana,Porto Alegre,RS,66,2,0,1,,389996,31-07-2023
Apartamento,ALUGAR,4778,3500,Cristal,Porto Alegre,RS,44,1,0,1,,390152,31-07-2023
Apartamento,ALUGAR,2659,2000,Boa Vista,Porto Alegre,RS,68,2,0,1,,384760,31-07-2023
Apartamento,ALUGAR,5256,4100,Boa Vista,Porto Alegre,RS,114,3,2,1,M|o|b|i|l|i|a|d|o,384835,31-07-2023
Apartamento,ALUGAR,4714,3300,Rio Branco,Porto Alegre,RS,103,3,1,1,,385653,31-07-2023
Apartamento,ALUGAR,1435,1110,Cristal,Porto Alegre,RS,50,2,0,1,,385899,31-07-2023
Apartamento,ALUGAR,1116,750,Cavalhada,Porto Alegre,RS,24,1,0,1,M|o|b|i|l|i|a|d|o,385903,31-07-2023
Apartamento,ALUGAR,2320,2279,São Geraldo,Porto Alegre,RS,90,3,0,1,,386059,31-07-2023
Apartamento,ALUGAR,863,650,Protásio Alves,Porto Alegre,RS,42,2,0,1,,386065,31-07-2023
Apartamento,ALUGAR,1355,1000,Morro Santana,Porto Alegre,RS,43,2,1,1,,386241,31-07-2023
Apartamento,ALUGAR,1370,900,Cristal,Porto Alegre,RS,60,2,0,1,,392463,31-07-2023
Apartamento,ALUGAR,1768,1400,Centro Histórico,Porto Alegre,RS,50,2,0,1,,392606,31-07-2023
Apartamento,ALUGAR,3758,3000,Cidade Baixa,Porto Alegre,RS,83,2,1,2,,393085,31-07-2023
Apartamento,ALUGAR,1518,1300,Cristal,Porto Alegre,RS,83,2,0,1,,393227,31-07-2023
Apartamento,ALUGAR,1536,1050,Azenha,Porto Alegre,RS,50,2,0,1,,393231,31-07-2023
Apartamento,ALUGAR,1748,1250,Centro Histórico,Porto Alegre,RS,36,1,0,1,M|o|b|i|l|i|a|d|o,381670,31-07-2023
Casa em Condomínio,ALUGAR,3049,2300,Cristal,Porto Alegre,RS,136,2,1,2,,382083,31-07-2023
Apartamento,ALUGAR,1163,1000,Centro Histórico,Porto Alegre,RS,37,1,0,1,,382146,31-07-2023
Apartamento,ALUGAR,5263,4400,Petrópolis,Porto Alegre,RS,30,1,0,1,,382361,31-07-2023
Apartamento,ALUGAR,5252,4400,Petrópolis,Porto Alegre,RS,30,1,0,1,,382374,31-07-2023
Apartamento,ALUGAR,855,560,Mario Quintana,Porto Alegre,RS,50,2,0,1,,382455,31-07-2023
Apartamento,ALUGAR,1432,1250,Rubem Berta,Porto Alegre,RS,65,2,0,1,,382655,31-07-2023
Apartamento,ALUGAR,1502,1200,Santa Tereza,Porto Alegre,RS,68,3,0,1,,382977,31-07-2023
Apartamento,ALUGAR,851,850,Costa e Silva,Porto Alegre,RS,35,1,0,1,,383261,31-07-2023
Apartamento,ALUGAR,851,850,Costa e Silva,Porto Alegre,RS,35,1,0,1,,383270,31-07-2023
Apartamento,ALUGAR,1201,1200,Costa e Silva,Porto Alegre,RS,73,2,0,1,,383275,31-07-2023
Apartamento,ALUGAR,1201,1200,Costa e Silva,Porto Alegre,RS,73,2,0,1,,383278,31-07-2023
Apartamento,ALUGAR,1201,1200,Jardim Leopoldina,Porto Alegre,RS,70,2,0,1,,383381,31-07-2023
Apartamento,ALUGAR,1272,1050,Santo Antônio,Porto Alegre,RS,41,1,0,1,,383574,31-07-2023
Apartamento,ALUGAR,1944,1500,Agronomia,Porto Alegre,RS,48,2,1,1,,383724,31-07-2023
Apartamento,ALUGAR,1669,1200,Floresta,Porto Alegre,RS,42,1,0,1,,379151,31-07-2023
Apartamento,ALUGAR,979,660,Vila Nova,Porto Alegre,RS,35,1,0,1,,379495,31-07-2023
Apartamento,ALUGAR,2792,2350,Jardim Lindóia,Porto Alegre,RS,52,2,1,2,,379645,31-07-2023
Apartamento,ALUGAR,1020,595,Jardim Carvalho,Porto Alegre,RS,40,1,0,1,,379897,31-07-2023
Apartamento,ALUGAR,1152,1100,Morro Santana,Porto Alegre,RS,60,1,0,1,,380095,31-07-2023
Apartamento,ALUGAR,824,800,Morro Santana,Porto Alegre,RS,30,1,0,1,,380096,31-07-2023
Apartamento,ALUGAR,1138,1100,Morro Santana,Porto Alegre,RS,60,1,0,1,,380100,31-07-2023
Apartamento,ALUGAR,1134,900,Rubem Berta,Porto Alegre,RS,42,2,0,1,,380205,31-07-2023
Apartamento,ALUGAR,1463,1100,Centro Histórico,Porto Alegre,RS,63,2,0,1,,381475,31-07-2023
Apartamento,ALUGAR,951,950,Floresta,Porto Alegre,RS,40,1,0,1,,360681,31-07-2023
Apartamento,ALUGAR,1432,1200,Navegantes,Porto Alegre,RS,60,2,0,1,,361718,31-07-2023
Apartamento,ALUGAR,1260,1000,Centro Histórico,Porto Alegre,RS,29,1,0,1,,363317,31-07-2023
Apartamento,ALUGAR,4048,2600,Moinhos de Vento,Porto Alegre,RS,100,2,1,2,,366857,31-07-2023
Apartamento,ALUGAR,1538,1290,Floresta,Porto Alegre,RS,31,1,0,1,,368382,31-07-2023
Apartamento,ALUGAR,1158,800,Lomba do Pinheiro,Porto Alegre,RS,38,2,1,1,,368513,31-07-2023
Apartamento,ALUGAR,3750,2500,Auxiliadora,Porto Alegre,RS,110,3,3,2,,368892,31-07-2023
Apartamento,ALUGAR,3324,3000,Partenon,Porto Alegre,RS,61,2,0,3,,370506,31-07-2023
Apartamento,ALUGAR,2054,1800,Navegantes,Porto Alegre,RS,87,2,0,2,,371351,31-07-2023
Apartamento,ALUGAR,1771,1350,Nonoai,Porto Alegre,RS,61,2,1,2,,371607,31-07-2023
Apartamento,ALUGAR,1352,1200,Santana,Porto Alegre,RS,31,1,0,2,,371816,31-07-2023
Apartamento,ALUGAR,2964,2200,Menino Deus,Porto Alegre,RS,80,2,1,1,,375228,31-07-2023
Apartamento,ALUGAR,1690,1500,Sarandi,Porto Alegre,RS,68,2,0,1,,376148,31-07-2023
Apartamento,ALUGAR,1158,800,Santa Tereza,Porto Alegre,RS,45,1,0,1,,376390,31-07-2023
Apartamento,ALUGAR,1408,950,Alto Petrópolis,Porto Alegre,RS,58,2,0,1,,357590,31-07-2023
Apartamento,ALUGAR,892,600,Humaitá,Porto Alegre,RS,41,1,0,1,,358058,31-07-2023
Apartamento,ALUGAR,7188,5000,Centro Histórico,Porto Alegre,RS,210,4,0,2,,358078,31-07-2023
Apartamento,ALUGAR,3840,2500,Boa Vista,Porto Alegre,RS,107,3,1,2,,358250,31-07-2023
Apartamento,ALUGAR,3911,2300,Petrópolis,Porto Alegre,RS,43,1,0,2,,359800,31-07-2023
Apartamento,ALUGAR,1243,900,Nonoai,Porto Alegre,RS,43,1,0,1,,356622,31-07-2023
Apartamento,ALUGAR,3551,3500,Higienópolis,Porto Alegre,RS,52,2,0,1,M|o|b|i|l|i|a|d|o,365285,31-07-2023
Apartamento,ALUGAR,5476,4000,Petrópolis,Porto Alegre,RS,43,1,1,1,,365381,31-07-2023
Apartamento,ALUGAR,2011,1600,Centro Histórico,Porto Alegre,RS,39,1,0,2,M|o|b|i|l|i|a|d|o,365722,31-07-2023
Apartamento,ALUGAR,2288,1850,Auxiliadora,Porto Alegre,RS,65,2,0,1,M|o|b|i|l|i|a|d|o,365765,31-07-2023
Apartamento,ALUGAR,7970,6680,Menino Deus,Porto Alegre,RS,238,3,3,2,,351506,31-07-2023
Apartamento,ALUGAR,2876,2250,Teresópolis,Porto Alegre,RS,60,2,1,2,,352116,31-07-2023
Apartamento,ALUGAR,1361,1100,Medianeira,Porto Alegre,RS,41,1,0,1,,353068,31-07-2023
Apartamento,ALUGAR,6462,4500,Bela Vista,Porto Alegre,RS,140,3,2,2,,353543,31-07-2023
Apartamento,ALUGAR,2081,1800,Praia de Belas,Porto Alegre,RS,60,2,0,2,,372701,31-07-2023
Apartamento,ALUGAR,1962,1500,Vila Assunção,Porto Alegre,RS,66,2,1,1,,373834,31-07-2023
Apartamento,ALUGAR,3375,2280,Centro Histórico,Porto Alegre,RS,150,2,0,1,,373954,31-07-2023
Apartamento,ALUGAR,6047,4500,Moinhos de Vento,Porto Alegre,RS,174,3,1,3,M|o|b|i|l|i|a|d|o,374533,31-07-2023
Apartamento,ALUGAR,1864,1350,Cavalhada,Porto Alegre,RS,50,2,1,1,,330085,31-07-2023
Apartamento,ALUGAR,1236,900,Jardim do Salso,Porto Alegre,RS,69,2,0,1,,331278,31-07-2023
Apartamento,ALUGAR,1547,1400,Floresta,Porto Alegre,RS,40,1,0,1,,327860,31-07-2023
Apartamento,ALUGAR,1423,1200,Rubem Berta,Porto Alegre,RS,40,2,0,1,,334169,31-07-2023
Apartamento,ALUGAR,3015,2500,Jardim do Salso,Porto Alegre,RS,44,1,1,2,,335355,31-07-2023
Apartamento,ALUGAR,3015,2500,Jardim do Salso,Porto Alegre,RS,44,1,1,2,,335358,31-07-2023
Apartamento,ALUGAR,1243,950,Jardim Leopoldina,Porto Alegre,RS,41,2,1,1,,346074,31-07-2023
Apartamento,ALUGAR,3015,2500,Jardim do Salso,Porto Alegre,RS,44,1,1,2,,335361,31-07-2023
Kitnet/JK,ALUGAR,1175,800,Centro Histórico,Porto Alegre,RS,20,1,0,1,,335563,31-07-2023
Apartamento,ALUGAR,2281,1690,Petrópolis,Porto Alegre,RS,67,2,0,2,,335703,31-07-2023
Apartamento,ALUGAR,2314,2000,Jardim do Salso,Porto Alegre,RS,67,2,1,2,,336215,31-07-2023
Apartamento,ALUGAR,960,700,Lomba do Pinheiro,Porto Alegre,RS,50,2,0,1,,336507,31-07-2023
Apartamento,ALUGAR,3437,2700,Passo da Areia,Porto Alegre,RS,62,2,1,1,,337037,31-07-2023
Apartamento,ALUGAR,1500,1000,Floresta,Porto Alegre,RS,51,1,0,1,,337441,31-07-2023
Apartamento,ALUGAR,1158,850,Sarandi,Porto Alegre,RS,43,2,1,1,,349095,31-07-2023
Apartamento,ALUGAR,3077,2200,Centro Histórico,Porto Alegre,RS,102,3,0,1,,349128,31-07-2023
Apartamento,ALUGAR,2637,2000,Independência,Porto Alegre,RS,60,1,1,1,,298948,31-07-2023
Apartamento,ALUGAR,2265,1700,Rio Branco,Porto Alegre,RS,76,2,0,2,,299690,31-07-2023
Kitnet/JK,ALUGAR,3332,2500,Petrópolis,Porto Alegre,RS,46,1,0,1,,300470,31-07-2023
Apartamento,ALUGAR,1047,800,Jardim Leopoldina,Porto Alegre,RS,64,2,0,1,,300661,31-07-2023
Apartamento,ALUGAR,1154,900,Cavalhada,Porto Alegre,RS,53,2,0,2,,300780,31-07-2023
Apartamento,ALUGAR,1526,1100,Centro Histórico,Porto Alegre,RS,50,2,0,1,,315804,31-07-2023
Apartamento,ALUGAR,1777,1400,Centro Histórico,Porto Alegre,RS,30,1,0,2,,317266,31-07-2023
Apartamento,ALUGAR,4300,3500,Santana,Porto Alegre,RS,99,2,1,3,M|o|b|i|l|i|a|d|o,317790,31-07-2023
Apartamento,ALUGAR,1486,900,Azenha,Porto Alegre,RS,48,1,0,1,,318209,31-07-2023
Apartamento,ALUGAR,2983,2500,Medianeira,Porto Alegre,RS,128,2,1,1,,301806,31-07-2023
Apartamento,ALUGAR,3625,2800,Rio Branco,Porto Alegre,RS,72,2,1,2,,302015,31-07-2023
Apartamento,ALUGAR,1126,900,Partenon,Porto Alegre,RS,28,1,0,1,,302486,31-07-2023
Apartamento,ALUGAR,2218,1600,Floresta,Porto Alegre,RS,55,2,0,1,,303316,31-07-2023
Apartamento,ALUGAR,2298,1800,Centro Histórico,Porto Alegre,RS,70,3,0,1,,303379,31-07-2023
Apartamento,ALUGAR,1689,1350,Menino Deus,Porto Alegre,RS,61,2,0,1,,308316,31-07-2023
Apartamento,ALUGAR,1101,800,Mario Quintana,Porto Alegre,RS,40,2,1,1,,308405,31-07-2023
Kitnet/JK,ALUGAR,1153,900,Centro Histórico,Porto Alegre,RS,32,1,0,1,,308814,31-07-2023
Apartamento,ALUGAR,1297,950,Tristeza,Porto Alegre,RS,48,1,0,1,,309879,31-07-2023
Apartamento,ALUGAR,3545,2500,Independência,Porto Alegre,RS,102,2,0,1,,295389,31-07-2023
Apartamento,ALUGAR,1203,900,Centro Histórico,Porto Alegre,RS,37,1,0,2,,298041,31-07-2023
Apartamento,ALUGAR,1129,750,Parque Santa Fé,Porto Alegre,RS,48,2,0,1,,298365,31-07-2023
Apartamento,ALUGAR,1586,1200,Santo Antônio,Porto Alegre,RS,32,1,0,2,,323605,31-07-2023
Apartamento,ALUGAR,2356,1800,Petrópolis,Porto Alegre,RS,75,2,1,2,,324400,31-07-2023
Casa em Condomínio,ALUGAR,14825,12000,Cavalhada,Porto Alegre,RS,1000,6,4,6,,325660,31-07-2023
Apartamento,ALUGAR,2530,1800,Sarandi,Porto Alegre,RS,72,3,1,2,,319648,31-07-2023
Apartamento,ALUGAR,3065,2200,Bom Fim,Porto Alegre,RS,70,2,0,2,,319860,31-07-2023
Apartamento,ALUGAR,1063,750,Parque Santa Fé,Porto Alegre,RS,44,2,1,1,,322078,31-07-2023
Cobertura,ALUGAR,3602,2900,Jardim do Salso,Porto Alegre,RS,120,2,2,1,,322548,31-07-2023
Apartamento,ALUGAR,1806,1500,Cristal,Porto Alegre,RS,63,3,0,1,,322670,31-07-2023
Apartamento,ALUGAR,1145,800,Santa Tereza,Porto Alegre,RS,55,1,0,1,,312828,31-07-2023
Apartamento,ALUGAR,1423,980,Sarandi,Porto Alegre,RS,52,2,1,1,,313491,31-07-2023
Apartamento,ALUGAR,1461,1100,Cristal,Porto Alegre,RS,70,3,0,1,,314700,31-07-2023
Apartamento,ALUGAR,1643,1300,Nonoai,Porto Alegre,RS,68,2,1,2,,314854,31-07-2023
Apartamento,ALUGAR,1302,950,Santa Tereza,Porto Alegre,RS,42,2,0,1,,278699,31-07-2023
Apartamento,ALUGAR,1605,1100,Santa Tereza,Porto Alegre,RS,49,1,1,1,,280125,31-07-2023
Apartamento,ALUGAR,3852,2800,Tristeza,Porto Alegre,RS,91,3,2,2,,281796,31-07-2023
Apartamento,ALUGAR,2346,1900,Centro Histórico,Porto Alegre,RS,58,2,0,1,M|o|b|i|l|i|a|d|o,282440,31-07-2023
Apartamento,ALUGAR,29970,25900,Petrópolis,Porto Alegre,RS,303,3,2,5,M|o|b|i|l|i|a|d|o,283558,31-07-2023
Apartamento,ALUGAR,2647,2100,Petrópolis,Porto Alegre,RS,59,2,0,1,,276237,31-07-2023
Apartamento,ALUGAR,1501,1100,Floresta,Porto Alegre,RS,69,2,0,2,,276871,31-07-2023
Apartamento,ALUGAR,1716,1400,Rio Branco,Porto Alegre,RS,45,1,1,1,,242452,31-07-2023
Apartamento,ALUGAR,4656,2900,Tristeza,Porto Alegre,RS,197,2,1,2,,242716,31-07-2023
Apartamento,ALUGAR,1877,1500,Cidade Baixa,Porto Alegre,RS,37,1,0,1,,248105,31-07-2023
Apartamento,ALUGAR,1321,1100,Restinga,Porto Alegre,RS,48,2,1,1,,248867,31-07-2023
Apartamento,ALUGAR,1763,1490,Floresta,Porto Alegre,RS,55,2,0,1,,292413,31-07-2023
Apartamento,ALUGAR,2099,1750,Praia de Belas,Porto Alegre,RS,70,2,0,2,,293985,31-07-2023
Apartamento,ALUGAR,1443,900,Centro Histórico,Porto Alegre,RS,40,1,0,2,,260366,31-07-2023
Apartamento,ALUGAR,2763,2150,Petrópolis,Porto Alegre,RS,61,2,1,1,M|o|b|i|l|i|a|d|o,260998,31-07-2023
Apartamento,ALUGAR,1798,1500,Centro Histórico,Porto Alegre,RS,35,1,0,2,,262240,31-07-2023
Apartamento,ALUGAR,2223,1500,Centro Histórico,Porto Alegre,RS,62,2,0,1,M|o|b|i|l|i|a|d|o,271068,31-07-2023
Apartamento,ALUGAR,1892,1300,Centro Histórico,Porto Alegre,RS,102,2,0,1,,250058,31-07-2023
Apartamento,ALUGAR,1504,1200,Centro Histórico,Porto Alegre,RS,32,1,0,1,,250845,31-07-2023
Kitnet/JK,ALUGAR,922,750,Floresta,Porto Alegre,RS,29,1,0,1,,252466,31-07-2023
Apartamento,ALUGAR,1172,850,Jardim Botânico,Porto Alegre,RS,43,1,0,1,,253489,31-07-2023
Apartamento,ALUGAR,1205,800,Vila Nova,Porto Alegre,RS,41,1,0,1,,259971,31-07-2023
Apartamento,ALUGAR,2542,2000,Floresta,Porto Alegre,RS,50,2,0,1,,229857,31-07-2023
Apartamento,ALUGAR,2690,2200,Centro Histórico,Porto Alegre,RS,47,1,1,1,,240062,31-07-2023
Apartamento,ALUGAR,2620,2100,Rio Branco,Porto Alegre,RS,107,3,1,2,,232335,31-07-2023
Apartamento,ALUGAR,3030,2000,Centro Histórico,Porto Alegre,RS,84,3,0,3,,230863,31-07-2023
Apartamento,ALUGAR,2916,2300,Petrópolis,Porto Alegre,RS,42,1,2,1,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s,432203,31-07-2023
Apartamento,ALUGAR,10254,8000,Bela Vista,Porto Alegre,RS,160,3,2,2,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s,432214,31-07-2023
Apartamento,ALUGAR,1429,1100,Cidade Baixa,Porto Alegre,RS,30,1,0,1,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s,432325,31-07-2023
Casa em Condomínio,ALUGAR,5532,5000,Vila Assunção,Porto Alegre,RS,340,4,2,3,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s,432429,31-07-2023
Apartamento,ALUGAR,3352,2950,Partenon,Porto Alegre,RS,38,1,1,1,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s,432546,31-07-2023
Apartamento,ALUGAR,966,800,Santa Rosa de Lima,Porto Alegre,RS,50,2,0,1,,431801,31-07-2023
Apartamento Garden,ALUGAR,2623,2200,Petrópolis,Porto Alegre,RS,85,2,0,1,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s,431866,31-07-2023
Apartamento,ALUGAR,2607,2000,Petrópolis,Porto Alegre,RS,81,2,0,1,,423779,31-07-2023
Apartamento,ALUGAR,1488,1100,Higienópolis,Porto Alegre,RS,58,2,0,1,,428946,31-07-2023
Apartamento,ALUGAR,1981,1650,Centro Histórico,Porto Alegre,RS,63,1,0,1,,422887,31-07-2023
Apartamento,ALUGAR,4637,4000,Petrópolis,Porto Alegre,RS,49,1,1,2,,411023,31-07-2023
Apartamento,ALUGAR,2133,1400,Centro Histórico,Porto Alegre,RS,49,1,0,1,,416280,31-07-2023
Apartamento,ALUGAR,1705,1350,Sarandi,Porto Alegre,RS,40,2,1,1,,421144,31-07-2023
Apartamento,ALUGAR,1108,900,Cidade Baixa,Porto Alegre,RS,25,1,0,1,,421523,31-07-2023
Apartamento,ALUGAR,1148,890,Centro Histórico,Porto Alegre,RS,25,1,0,1,,422129,31-07-2023
Apartamento,ALUGAR,3744,2500,Petrópolis,Porto Alegre,RS,110,3,1,2,,418626,31-07-2023
Apartamento,ALUGAR,1234,950,Restinga,Porto Alegre,RS,38,2,0,1,M|o|b|i|l|i|a|d|o,376660,31-07-2023
Apartamento,ALUGAR,893,630,Centro Histórico,Porto Alegre,RS,36,1,0,1,,388196,31-07-2023
Apartamento,ALUGAR,1137,800,Cristo Redentor,Porto Alegre,RS,45,1,0,1,,390457,31-07-2023
Apartamento,ALUGAR,1862,1350,Humaitá,Porto Alegre,RS,70,3,1,1,,315765,31-07-2023
Apartamento,ALUGAR,4192,2900,Santana,Porto Alegre,RS,149,3,1,2,,294698,31-07-2023
Casa em Condomínio,ALUGAR,4515,3500,Mario Quintana,Porto Alegre,RS,192,2,2,2,,295813,31-07-2023
Apartamento,ALUGAR,2948,2000,Boa Vista,Porto Alegre,RS,73,3,1,2,,299239,31-07-2023
Apartamento,ALUGAR,1222,1000,Petrópolis,Porto Alegre,RS,40,1,0,1,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s,432863,31-07-2023
Apartamento,ALUGAR,2022,1700,Centro Histórico,Porto Alegre,RS,63,2,0,1,,264830,31-07-2023
Apartamento,ALUGAR,683,500,Rubem Berta,Porto Alegre,RS,44,1,0,1,,269218,31-07-2023
Cobertura,ALUGAR,10109,8900,Vila Jardim,Porto Alegre,RS,200,3,2,2,M|o|b|i|l|i|a|d|o,228823,31-07-2023
Apartamento,ALUGAR,868,630,Parque Santa Fé,Porto Alegre,RS,40,2,0,1,,423541,31-07-2023
Apartamento,ALUGAR,3257,2300,Santana,Porto Alegre,RS,58,2,1,1,,431867,31-07-2023
Apartamento,ALUGAR,1550,1250,Centro Histórico,Porto Alegre,RS,39,1,0,1,,431924,31-07-2023
Apartamento,ALUGAR,2462,1899,Sarandi,Porto Alegre,RS,64,2,1,2,,428715,31-07-2023
Apartamento,ALUGAR,2699,1900,Teresópolis,Porto Alegre,RS,139,3,0,1,,424089,31-07-2023
Apartamento,ALUGAR,3168,2800,Partenon,Porto Alegre,RS,72,3,0,1,M|o|b|i|l|i|a|d|o,408031,31-07-2023
Apartamento,ALUGAR,1219,900,Mario Quintana,Porto Alegre,RS,44,2,1,1,,422712,31-07-2023
Apartamento,ALUGAR,4026,3100,Chácara das Pedras,Porto Alegre,RS,73,3,1,1,,375885,31-07-2023
Apartamento,ALUGAR,3508,3000,Passo da Areia,Porto Alegre,RS,65,2,1,1,,398498,31-07-2023
Apartamento,ALUGAR,1349,990,Cristal,Porto Alegre,RS,46,2,0,1,,242711,31-07-2023
Apartamento,ALUGAR,2725,2280,Centro Histórico,Porto Alegre,RS,90,3,0,3,,230976,31-07-2023
Apartamento,ALUGAR,1483,1100,Cristal,Porto Alegre,RS,48,2,0,1,,300776,31-07-2023
Cobertura,ALUGAR,4361,3400,Menino Deus,Porto Alegre,RS,108,2,1,1,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s,432592,31-07-2023
Apartamento,ALUGAR,2563,2000,Jardim Carvalho,Porto Alegre,RS,57,2,2,1,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s,432848,31-07-2023
Apartamento,ALUGAR,4186,2800,Bom Fim,Porto Alegre,RS,160,3,0,1,,431710,31-07-2023
Apartamento,ALUGAR,1151,650,Centro Histórico,Porto Alegre,RS,37,1,0,2,,431931,31-07-2023
Apartamento,ALUGAR,5175,3800,Menino Deus,Porto Alegre,RS,169,2,1,2,,431611,31-07-2023
Apartamento,ALUGAR,2493,1800,Rio Branco,Porto Alegre,RS,100,3,0,2,,430120,31-07-2023
Apartamento,ALUGAR,1524,1100,Mario Quintana,Porto Alegre,RS,51,3,1,1,,430944,31-07-2023
Apartamento,ALUGAR,1739,1300,Humaitá,Porto Alegre,RS,54,2,1,1,M|o|b|i|l|i|a|d|o,431106,31-07-2023
Apartamento,ALUGAR,1841,1500,Partenon,Porto Alegre,RS,30,1,0,1,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s,432323,31-07-2023
Apartamento,ALUGAR,2863,2300,São João,Porto Alegre,RS,65,2,1,1,,421870,31-07-2023
Casa,ALUGAR,5359,4900,Cristal,Porto Alegre,RS,299,3,3,3,,419227,31-07-2023
Apartamento,ALUGAR,2434,2000,Centro Histórico,Porto Alegre,RS,41,1,0,1,M|o|b|i|l|i|a|d|o,409036,31-07-2023
Apartamento,ALUGAR,2668,2000,Partenon,Porto Alegre,RS,66,2,1,2,,240662,31-07-2023
Apartamento,ALUGAR,3682,3000,Bom Fim,Porto Alegre,RS,69,2,1,1,M|o|b|i|l|i|a|d|o,429852,31-07-2023
Apartamento,ALUGAR,1558,1100,Petrópolis,Porto Alegre,RS,38,1,0,1,,429856,31-07-2023
Apartamento,ALUGAR,5111,4100,Tristeza,Porto Alegre,RS,108,3,2,3,,429866,31-07-2023
Apartamento,ALUGAR,2461,1890,Auxiliadora,Porto Alegre,RS,72,2,0,1,,429919,31-07-2023
Apartamento,ALUGAR,1623,1200,Jardim Botânico,Porto Alegre,RS,59,2,0,1,,431722,31-07-2023
Apartamento,ALUGAR,1282,900,Humaitá,Porto Alegre,RS,40,1,0,1,,431930,31-07-2023
Apartamento,ALUGAR,1838,1500,Humaitá,Porto Alegre,RS,56,2,0,1,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s,432016,31-07-2023
Apartamento,ALUGAR,2547,1800,Santana,Porto Alegre,RS,93,3,0,2,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s,432053,31-07-2023
Apartamento,ALUGAR,1423,1200,Azenha,Porto Alegre,RS,43,1,0,2,,381976,31-07-2023
Apartamento,ALUGAR,1075,800,Santo Antônio,Porto Alegre,RS,47,1,0,2,,381287,31-07-2023
Apartamento,ALUGAR,2792,1800,Floresta,Porto Alegre,RS,77,2,0,1,,431759,31-07-2023
Apartamento,ALUGAR,1798,1500,Chácara das Pedras,Porto Alegre,RS,35,1,1,1,M|o|b|i|l|i|a|d|o,429913,31-07-2023
